,dt,dt_iso,timezone,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
4640,1568188800,2019-09-11 08:00:00,3600,16.02,13.19,13.89,17.22,1013,,,86,5.7,230,,,,,40,802,Clouds,scattered clouds,03d
4641,1568192400,2019-09-11 09:00:00,3600,17.33,14.46,13.89,19.0,1013,,,84,6.2,230,,,,,75,803,Clouds,broken clouds,04d
4642,1568196000,2019-09-11 10:00:00,3600,18.85,16.24,13.89,20.56,1013,,,80,6.2,240,,,,,75,803,Clouds,broken clouds,04d
4643,1568199600,2019-09-11 11:00:00,3600,19.76,15.56,17.78,21.0,1014,,,73,8.2,250,,,,,40,802,Clouds,scattered clouds,03d
4644,1568203200,2019-09-11 12:00:00,3600,20.33,15.0,17.78,22.0,1015,,,66,9.3,250,,,,,40,802,Clouds,scattered clouds,03d
4645,1568206800,2019-09-11 13:00:00,3600,20.72,18.98,18.89,23.33,1015,,,82,6.2,290,,,,,20,801,Clouds,few clouds,02d
4646,1568210400,2019-09-11 14:00:00,3600,20.97,16.4,13.89,24.0,1015,,,59,7.7,290,,,,,20,801,Clouds,few clouds,02d
4647,1568214000,2019-09-11 15:00:00,3600,20.87,15.97,18.89,23.89,1017,,,51,7.2,290,,,,,9,800,Clear,sky is clear,01d
4648,1568217600,2019-09-11 16:00:00,3600,19.96,13.91,18.7,22.22,1017,,,48,8.2,300,,,,,7,800,Clear,sky is clear,01d
4649,1568221200,2019-09-11 17:00:00,3600,18.98,12.85,17.6,20.6,1017,,,50,8.2,290,,,,,9,800,Clear,sky is clear,01d
4650,1568224800,2019-09-11 18:00:00,3600,17.63,12.04,16.2,18.4,1018,,,52,7.2,290,,,,,6,800,Clear,sky is clear,01d
4651,1568228400,2019-09-11 19:00:00,3600,15.69,12.63,14.5,17.0,1020,,,59,3.6,300,,,,,3,800,Clear,sky is clear,01n
4652,1568232000,2019-09-11 20:00:00,3600,13.71,11.75,12.0,15.0,1020,,,68,2.1,230,,,,,4,800,Clear,sky is clear,01n
4653,1568235600,2019-09-11 21:00:00,3600,13.14,11.92,11.2,15.0,1020,,,77,1.5,250,,,,,20,801,Clouds,few clouds,02n
4654,1568239200,2019-09-11 22:00:00,3600,12.69,10.79,11.0,14.44,1021,,,81,2.6,250,,,,,20,801,Clouds,few clouds,02n
4655,1568242800,2019-09-11 23:00:00,3600,12.23,10.35,11.0,13.33,1021,,,84,2.6,210,,,,,40,802,Clouds,scattered clouds,03n
4656,1568246400,2019-09-12 00:00:00,3600,12.21,10.72,10.56,14.0,1021,,,85,2.1,240,,,,,17,801,Clouds,few clouds,02n
4657,1568250000,2019-09-12 01:00:00,3600,11.91,10.04,10.7,13.33,1022,,,86,2.6,230,,,,,20,801,Clouds,few clouds,02n
4658,1568253600,2019-09-12 02:00:00,3600,11.83,10.38,10.7,13.6,1022,,,88,2.1,220,,,,,40,802,Clouds,scattered clouds,03n
4659,1568257200,2019-09-12 03:00:00,3600,11.92,10.63,10.5,13.33,1022,,,91,2.1,210,,,,,75,803,Clouds,broken clouds,04n
4660,1568260800,2019-09-12 04:00:00,3600,11.78,10.1,10.0,13.9,1022,,,91,2.6,210,,,,,20,801,Clouds,few clouds,02n
4661,1568264400,2019-09-12 05:00:00,3600,11.66,10.09,9.7,13.8,1022,,,94,2.6,220,,,,,20,801,Clouds,few clouds,02n
4662,1568268000,2019-09-12 06:00:00,3600,11.86,10.04,10.0,14.0,1023,,,95,3.1,230,,,,,20,801,Clouds,few clouds,02d
4663,1568271600,2019-09-12 07:00:00,3600,13.32,11.73,12.0,16.0,1023,,,91,3.1,220,,,,,20,801,Clouds,few clouds,02d
4664,1568275200,2019-09-12 08:00:00,3600,15.07,12.94,14.0,17.78,1023,,,84,4.1,230,,,,,40,802,Clouds,scattered clouds,03d
4665,1568278800,2019-09-12 09:00:00,3600,17.12,13.95,16.0,18.33,1023,,,75,5.7,240,,,,,40,802,Clouds,scattered clouds,03d
4666,1568282400,2019-09-12 10:00:00,3600,18.78,14.38,17.0,21.11,1024,,,70,7.7,240,,,,,20,801,Clouds,few clouds,02d
4667,1568286000,2019-09-12 11:00:00,3600,20.46,16.92,18.89,22.22,1024,,,65,6.7,240,,,,,20,801,Clouds,few clouds,02d
4668,1568289600,2019-09-12 12:00:00,3600,21.24,16.3,19.44,22.78,1023,,,62,8.7,240,,,,,40,802,Clouds,scattered clouds,03d
4669,1568293200,2019-09-12 13:00:00,3600,21.59,17.37,20.0,23.33,1023,,,65,8.2,240,,,,,40,802,Clouds,scattered clouds,03d
4670,1568296800,2019-09-12 14:00:00,3600,22.74,18.11,21.6,24.44,1022,,,60,8.7,240,,,,,20,801,Clouds,few clouds,02d
4671,1568300400,2019-09-12 15:00:00,3600,22.77,17.91,21.6,25.0,1022,,,62,9.3,240,,,,,40,802,Clouds,scattered clouds,03d
4672,1568304000,2019-09-12 16:00:00,3600,22.57,17.73,21.8,23.5,1022,,,63,9.3,240,,,,,40,802,Clouds,scattered clouds,03d
4673,1568307600,2019-09-12 17:00:00,3600,21.7,18.91,21.0,22.78,1023,,,65,6.2,240,,,,,40,802,Clouds,scattered clouds,03d
4674,1568311200,2019-09-12 18:00:00,3600,20.76,16.05,20.0,21.67,1023,,,58,7.7,250,,,,,40,802,Clouds,scattered clouds,03d
4675,1568314800,2019-09-12 19:00:00,3600,19.83,14.61,18.89,21.0,1024,,,64,8.7,260,,,,,40,802,Clouds,scattered clouds,03n
4676,1568318400,2019-09-12 20:00:00,3600,19.07,14.49,18.0,20.0,1024,,,71,8.2,250,,,,,40,802,Clouds,scattered clouds,03n
4677,1568322000,2019-09-12 21:00:00,3600,17.99,14.52,16.67,19.0,1025,,,82,7.2,250,,,,,75,803,Clouds,broken clouds,04n
4678,1568325600,2019-09-12 22:00:00,3600,17.25,15.03,15.56,18.89,1026,,,89,5.7,250,,,,,75,803,Clouds,broken clouds,04n
4679,1568329200,2019-09-12 23:00:00,3600,15.94,11.61,13.89,18.33,1027,,,79,7.2,310,,,,,20,801,Clouds,few clouds,02n
4680,1568332800,2019-09-13 00:00:00,3600,14.79,11.93,13.0,16.1,1028,,,85,5.1,310,,,,,20,801,Clouds,few clouds,02n
4681,1568336400,2019-09-13 01:00:00,3600,13.69,10.96,12.0,15.56,1029,,,87,4.6,300,,,,,20,801,Clouds,few clouds,02n
4682,1568340000,2019-09-13 02:00:00,3600,12.44,8.83,10.7,13.5,1030,,,76,4.6,320,,,,,26,802,Clouds,scattered clouds,03n
4683,1568343600,2019-09-13 03:00:00,3600,11.41,7.34,10.0,12.5,1031,,,71,4.6,320,,,,,6,800,Clear,sky is clear,01n
4684,1568347200,2019-09-13 04:00:00,3600,10.15,7.17,8.0,11.11,1031,,,78,3.1,320,,,,,1,800,Clear,sky is clear,01n
4685,1568350800,2019-09-13 05:00:00,3600,9.51,7.17,8.0,11.0,1032,,,80,2.1,330,,,,,20,801,Clouds,few clouds,02n
4686,1568354400,2019-09-13 06:00:00,3600,9.41,6.93,8.0,13.33,1032,,,86,2.6,290,,,,,40,802,Clouds,scattered clouds,03d
4687,1568358000,2019-09-13 07:00:00,3600,10.64,8.58,8.7,13.89,1033,,,89,2.6,330,,,,,40,802,Clouds,scattered clouds,03d
4688,1568361600,2019-09-13 08:00:00,3600,12.36,9.42,10.7,17.22,1034,,,83,4.1,320,,,,,40,802,Clouds,scattered clouds,03d
4689,1568365200,2019-09-13 09:00:00,3600,13.8,10.57,13.0,15.0,1035,,,70,4.1,330,,,,,40,802,Clouds,scattered clouds,03d
4690,1568368800,2019-09-13 10:00:00,3600,15.36,12.23,14.0,18.33,1035,,,59,3.6,340,,,,,40,802,Clouds,scattered clouds,03d
4691,1568372400,2019-09-13 11:00:00,3600,16.65,14.2,15.0,20.0,1035,,,54,2.6,330,,,,,40,802,Clouds,scattered clouds,03d
4692,1568376000,2019-09-13 12:00:00,3600,17.35,14.47,15.9,19.44,1035,,,45,2.6,310,,,,,40,802,Clouds,scattered clouds,03d
4693,1568379600,2019-09-13 13:00:00,3600,17.83,14.62,15.0,20.0,1035,,,44,3.1,340,,,,,40,802,Clouds,scattered clouds,03d
4694,1568383200,2019-09-13 14:00:00,3600,18.24,13.78,15.8,20.0,1035,,,40,4.6,330,,,,,20,801,Clouds,few clouds,02d
4695,1568386800,2019-09-13 15:00:00,3600,18.17,13.84,14.7,20.0,1035,,,37,4.1,360,,,,,40,802,Clouds,scattered clouds,03d
4696,1568390400,2019-09-13 16:00:00,3600,17.94,13.99,14.1,20.0,1035,,,38,3.6,340,,,,,40,802,Clouds,scattered clouds,03d
4697,1568394000,2019-09-13 17:00:00,3600,16.81,13.76,13.8,18.89,1035,,,55,3.6,110,,,,,40,802,Clouds,scattered clouds,03d
4698,1568397600,2019-09-13 18:00:00,3600,15.4,13.38,13.6,17.0,1035,,,66,2.6,120,,,,,20,801,Clouds,few clouds,02d
4699,1568401200,2019-09-13 19:00:00,3600,12.99,10.87,11.5,15.0,1036,,,75,2.6,100,,,,,3,800,Clear,sky is clear,01n
4700,1568404800,2019-09-13 20:00:00,3600,11.88,9.73,10.5,13.33,1036,,,80,2.6,80,,,,,5,800,Clear,sky is clear,01n
4701,1568408400,2019-09-13 21:00:00,3600,11.09,9.56,9.0,12.5,1036,,,81,1.5,60,,,,,0,800,Clear,sky is clear,01n
4702,1568412000,2019-09-13 22:00:00,3600,10.32,8.32,8.33,12.7,1036,,,84,2.1,70,,,,,7,800,Clear,sky is clear,01n
4703,1568415600,2019-09-13 23:00:00,3600,9.3,8.27,7.0,11.0,1036,,,86,0.5,80,,,,,1,800,Clear,sky is clear,01n
4704,1568419200,2019-09-14 00:00:00,3600,8.79,7.87,7.0,11.0,1036,,,92,0.5,330,,,,,0,800,Clear,sky is clear,01n
4705,1568422800,2019-09-14 01:00:00,3600,8.06,6.7,6.67,9.4,1035,,,94,1.0,90,,,,,11,801,Clouds,few clouds,02n
4706,1568426400,2019-09-14 02:00:00,3600,7.81,6.04,5.56,11.6,1035,,,94,1.5,100,,,,,2,800,Clear,sky is clear,01n
4707,1568430000,2019-09-14 03:00:00,3600,7.44,5.62,5.0,11.4,1035,,,95,1.5,100,,,,,47,802,Clouds,scattered clouds,03n
4708,1568433600,2019-09-14 04:00:00,3600,7.17,5.64,5.0,9.0,1034,,,95,1.0,120,,,,,20,741,Fog,fog,50n
4709,1568437200,2019-09-14 05:00:00,3600,7.02,5.81,5.0,9.0,1034,,,95,0.5,140,,,,,40,741,Fog,fog,50n
4710,1568440800,2019-09-14 06:00:00,3600,6.98,5.48,5.0,11.3,1034,,,97,1.0,200,,,,,40,741,Fog,fog,50d
4711,1568444400,2019-09-14 07:00:00,3600,9.08,7.83,6.0,13.0,1033,,,100,1.5,180,,,,,40,802,Clouds,scattered clouds,03d
4712,1568448000,2019-09-14 08:00:00,3600,11.93,10.83,10.0,14.44,1034,,,86,1.5,200,,,,,40,802,Clouds,scattered clouds,03d
4713,1568451600,2019-09-14 09:00:00,3600,14.37,11.92,13.33,15.56,1034,,,69,3.1,210,,,,,40,802,Clouds,scattered clouds,03d
4714,1568455200,2019-09-14 10:00:00,3600,16.91,12.51,15.56,18.89,1033,,,50,5.1,200,,,,,40,802,Clouds,scattered clouds,03d
4715,1568458800,2019-09-14 11:00:00,3600,18.18,13.28,17.0,19.44,1033,,,45,5.7,210,,,,,40,802,Clouds,scattered clouds,03d
4716,1568462400,2019-09-14 12:00:00,3600,19.0,14.61,18.0,20.0,1032,,,44,5.1,220,,,,,40,802,Clouds,scattered clouds,03d
4717,1568466000,2019-09-14 13:00:00,3600,20.02,15.96,18.8,21.11,1031,,,41,4.6,210,,,,,40,802,Clouds,scattered clouds,03d
4718,1568469600,2019-09-14 14:00:00,3600,20.42,15.85,19.1,21.67,1029,,,38,5.1,210,,,,,75,803,Clouds,broken clouds,04d
4719,1568473200,2019-09-14 15:00:00,3600,20.53,15.9,19.0,22.22,1028,,,37,5.1,220,,,,,40,802,Clouds,scattered clouds,03d
4720,1568476800,2019-09-14 16:00:00,3600,20.66,16.41,19.44,22.0,1027,,,37,4.6,230,,,,,20,801,Clouds,few clouds,02d
4721,1568480400,2019-09-14 17:00:00,3600,20.1,15.4,18.89,21.0,1027,,,37,5.1,230,,,,,20,801,Clouds,few clouds,02d
4722,1568484000,2019-09-14 18:00:00,3600,17.74,15.26,16.0,19.0,1026,,,50,2.6,230,,,,,40,802,Clouds,scattered clouds,03d
4723,1568487600,2019-09-14 19:00:00,3600,15.78,13.09,13.7,18.0,1026,,,59,3.1,210,,,,,40,802,Clouds,scattered clouds,03n
4724,1568491200,2019-09-14 20:00:00,3600,15.16,12.8,12.7,17.0,1026,,,61,2.6,230,,,,,75,803,Clouds,broken clouds,04n
4725,1568494800,2019-09-14 21:00:00,3600,14.65,11.86,13.0,16.2,1025,,,68,3.6,220,,,,,75,803,Clouds,broken clouds,04n
4726,1568498400,2019-09-14 22:00:00,3600,14.27,11.74,12.22,16.2,1025,,,68,3.1,220,,,,,75,803,Clouds,broken clouds,04n
4727,1568502000,2019-09-14 23:00:00,3600,14.1,10.78,12.1,15.7,1024,,,67,4.1,230,,,,,86,804,Clouds,overcast clouds,04n
4728,1568505600,2019-09-15 00:00:00,3600,13.61,10.69,11.7,15.56,1024,,,77,4.1,230,,,,,75,803,Clouds,broken clouds,04n
4729,1568509200,2019-09-15 01:00:00,3600,12.7,10.05,11.0,14.44,1023,,,80,3.6,200,,,,,75,803,Clouds,broken clouds,04n
4730,1568512800,2019-09-15 02:00:00,3600,12.68,11.17,10.0,15.56,1023,,,82,2.1,160,,,,,75,803,Clouds,broken clouds,04n
4731,1568516400,2019-09-15 03:00:00,3600,13.02,8.83,11.0,15.0,1022,,,77,5.7,260,,,,,75,803,Clouds,broken clouds,04n
4732,1568520000,2019-09-15 04:00:00,3600,12.89,7.47,11.2,15.0,1021,,,74,7.2,260,,,,,75,803,Clouds,broken clouds,04n
4733,1568523600,2019-09-15 05:00:00,3600,12.62,7.54,10.7,14.44,1021,,,75,6.7,260,,,,,75,803,Clouds,broken clouds,04n
4734,1568527200,2019-09-15 06:00:00,3600,12.74,8.58,10.7,15.0,1021,,,79,5.7,250,,,,,75,803,Clouds,broken clouds,04d
4735,1568530800,2019-09-15 07:00:00,3600,13.67,11.52,12.5,15.1,1022,,,78,3.1,260,,,,,40,802,Clouds,scattered clouds,03d
4736,1568534400,2019-09-15 08:00:00,3600,15.53,12.73,14.1,17.22,1022,,,76,4.6,280,,,,,40,802,Clouds,scattered clouds,03d
4737,1568538000,2019-09-15 09:00:00,3600,17.51,14.68,16.0,18.89,1022,,,72,5.1,270,,,,,40,802,Clouds,scattered clouds,03d
4738,1568541600,2019-09-15 10:00:00,3600,18.42,14.26,16.5,20.0,1022,,,70,7.2,270,,,,,40,802,Clouds,scattered clouds,03d
4739,1568545200,2019-09-15 11:00:00,3600,19.27,16.36,17.5,21.11,1023,,,69,5.7,280,,,,,40,802,Clouds,scattered clouds,03d
4740,1568548800,2019-09-15 12:00:00,3600,19.64,16.99,18.0,21.0,1022,,,71,5.7,260,,,,,75,803,Clouds,broken clouds,04d
4741,1568552400,2019-09-15 13:00:00,3600,19.59,16.93,17.2,21.67,1022,,,71,5.7,270,,,,,75,803,Clouds,broken clouds,04d
4742,1568556000,2019-09-15 14:00:00,3600,19.13,17.93,16.0,22.22,1022,,,73,3.6,320,,,,,75,803,Clouds,broken clouds,04d
4743,1568559600,2019-09-15 15:00:00,3600,18.59,17.63,15.56,21.11,1022,,,69,2.6,310,,,,,75,803,Clouds,broken clouds,04d
4744,1568563200,2019-09-15 16:00:00,3600,17.64,14.54,15.56,20.0,1022,,,62,4.6,330,,,,,75,803,Clouds,broken clouds,04d
4745,1568566800,2019-09-15 17:00:00,3600,16.64,14.4,15.0,18.89,1022,,,63,3.1,360,,,,,90,804,Clouds,overcast clouds,04d
4746,1568570400,2019-09-15 18:00:00,3600,15.67,14.07,13.5,17.22,1022,,,66,2.1,100,,,,,90,804,Clouds,overcast clouds,04d
4747,1568574000,2019-09-15 19:00:00,3600,14.7,13.75,13.0,16.67,1022,,,82,2.1,90,0.5,,,,90,500,Rain,light rain,10n
4748,1568577600,2019-09-15 20:00:00,3600,13.91,13.57,11.67,16.11,1021,,,90,1.5,100,0.46,,,,90,500,Rain,light rain,10n
4749,1568581200,2019-09-15 21:00:00,3600,13.2,12.65,11.0,15.0,1022,,,90,1.5,50,0.63,,,,90,500,Rain,light rain,10n
4750,1568584800,2019-09-15 22:00:00,3600,12.83,11.2,11.0,15.0,1021,,,93,3.1,70,1.36,,,,90,500,Rain,light rain,10n
4751,1568588400,2019-09-15 23:00:00,3600,12.47,11.53,11.0,14.44,1021,,,95,2.1,60,1.14,,,,90,501,Rain,moderate rain,10n
4752,1568592000,2019-09-16 00:00:00,3600,12.3,11.35,11.0,14.0,1021,,,96,2.1,60,1.05,,,,90,501,Rain,moderate rain,10n
4753,1568595600,2019-09-16 01:00:00,3600,12.25,11.03,11.0,13.89,1021,,,98,2.6,90,0.78,,,,90,501,Rain,moderate rain,10n
4754,1568599200,2019-09-16 02:00:00,3600,12.25,11.8,11.5,13.89,1020,,,98,1.5,80,0.52,,,,90,311,Drizzle,rain and drizzle,09n
4755,1568602800,2019-09-16 03:00:00,3600,12.13,11.69,11.0,13.89,1020,,,99,1.5,50,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09n
4756,1568606400,2019-09-16 04:00:00,3600,12.14,11.66,11.49,13.33,1020,,,98,1.5,10,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09n
4757,1568610000,2019-09-16 05:00:00,3600,11.94,10.63,11.0,13.0,1020,,,98,2.6,360,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09n
4758,1568613600,2019-09-16 06:00:00,3600,11.96,11.47,10.56,15.56,1020,,,99,1.5,20,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
4759,1568617200,2019-09-16 07:00:00,3600,12.03,11.14,11.0,15.56,1021,,,99,2.1,10,,,,,90,804,Clouds,overcast clouds,04d
4760,1568620800,2019-09-16 08:00:00,3600,12.49,11.15,11.6,15.56,1021,,,94,2.6,360,,,,,90,804,Clouds,overcast clouds,04d
4761,1568624400,2019-09-16 09:00:00,3600,12.93,11.43,12.0,15.56,1021,,,88,2.6,360,,,,,90,804,Clouds,overcast clouds,04d
4762,1568628000,2019-09-16 10:00:00,3600,13.45,11.65,12.7,15.56,1021,,,86,3.1,360,,,,,90,804,Clouds,overcast clouds,04d
4763,1568631600,2019-09-16 11:00:00,3600,14.13,12.56,13.0,16.11,1022,,,80,2.6,340,,,,,90,804,Clouds,overcast clouds,04d
4764,1568635200,2019-09-16 12:00:00,3600,15.11,13.66,13.0,18.89,1021,,,71,2.1,310,,,,,40,802,Clouds,scattered clouds,03d
4765,1568638800,2019-09-16 13:00:00,3600,15.46,13.63,13.0,18.33,1022,,,69,2.6,320,,,,,75,803,Clouds,broken clouds,04d
4766,1568642400,2019-09-16 14:00:00,3600,15.94,13.06,13.7,20.56,1021,,,61,3.6,340,,,,,75,803,Clouds,broken clouds,04d
4767,1568646000,2019-09-16 15:00:00,3600,16.03,13.46,13.8,19.44,1021,,,60,3.1,340,,,,,40,802,Clouds,scattered clouds,03d
4768,1568649600,2019-09-16 16:00:00,3600,16.38,14.06,13.5,20.56,1021,,,57,2.6,290,,,,,75,803,Clouds,broken clouds,04d
4769,1568653200,2019-09-16 17:00:00,3600,16.07,13.68,13.6,18.0,1022,,,57,2.6,310,,,,,40,802,Clouds,scattered clouds,03d
4770,1568656800,2019-09-16 18:00:00,3600,14.62,12.6,13.0,16.11,1021,,,63,2.1,320,,,,,40,802,Clouds,scattered clouds,03d
4771,1568660400,2019-09-16 19:00:00,3600,12.52,11.15,11.0,14.36,1021,,,77,1.5,250,,,,,40,802,Clouds,scattered clouds,03n
4772,1568664000,2019-09-16 20:00:00,3600,11.63,10.93,9.7,14.0,1022,,,81,0.5,280,,,,,40,802,Clouds,scattered clouds,03n
4773,1568667600,2019-09-16 21:00:00,3600,11.19,10.69,9.44,13.44,1022,,,88,0.5,150,,,,,40,802,Clouds,scattered clouds,03n
4774,1568671200,2019-09-16 22:00:00,3600,10.64,9.05,8.0,12.14,1022,,,82,1.5,280,,,,,20,801,Clouds,few clouds,02n
4775,1568674800,2019-09-16 23:00:00,3600,10.02,8.33,8.0,11.32,1022,,,83,1.5,320,,,,,20,801,Clouds,few clouds,02n
4776,1568678400,2019-09-17 00:00:00,3600,9.49,6.76,8.0,10.7,1022,,,88,3.1,300,,,,,20,801,Clouds,few clouds,02n
4777,1568682000,2019-09-17 01:00:00,3600,9.39,7.1,7.6,11.67,1022,,,91,2.6,310,,,,,1,800,Clear,sky is clear,01n
4778,1568685600,2019-09-17 02:00:00,3600,8.86,6.84,7.22,11.67,1022,,,92,2.1,320,,,,,4,800,Clear,sky is clear,01n
4779,1568689200,2019-09-17 03:00:00,3600,8.45,5.98,6.5,11.11,1022,,,92,2.6,290,,,,,20,801,Clouds,few clouds,02n
4780,1568692800,2019-09-17 04:00:00,3600,8.27,5.34,6.0,10.56,1022,,,90,3.1,300,,,,,32,802,Clouds,scattered clouds,03n
4781,1568696400,2019-09-17 05:00:00,3600,7.75,5.44,6.6,8.89,1023,,,91,2.1,270,,,,,20,801,Clouds,few clouds,02n
4782,1568700000,2019-09-17 06:00:00,3600,7.59,5.21,6.0,10.56,1023,,,90,2.1,310,,,,,20,801,Clouds,few clouds,02d
4783,1568703600,2019-09-17 07:00:00,3600,8.65,6.51,7.0,11.11,1023,,,90,2.1,280,,,,,20,801,Clouds,few clouds,02d
4784,1568707200,2019-09-17 08:00:00,3600,11.01,7.82,9.0,16.11,1024,,,85,4.1,320,,,,,20,801,Clouds,few clouds,02d
4785,1568710800,2019-09-17 09:00:00,3600,12.68,9.23,11.0,15.56,1024,,,78,4.6,320,,,,,20,801,Clouds,few clouds,02d
4786,1568714400,2019-09-17 10:00:00,3600,14.05,9.6,13.0,16.11,1025,,,67,5.7,340,,,,,50,802,Clouds,scattered clouds,03d
4787,1568718000,2019-09-17 11:00:00,3600,15.23,10.97,14.0,19.44,1025,,,58,5.1,350,,,,,20,801,Clouds,few clouds,02d
4788,1568721600,2019-09-17 12:00:00,3600,15.57,11.15,13.8,19.44,1025,,,54,5.1,340,,,,,20,801,Clouds,few clouds,02d
4789,1568725200,2019-09-17 13:00:00,3600,16.03,11.69,14.0,18.33,1026,,,48,4.6,330,,,,,20,801,Clouds,few clouds,02d
4790,1568728800,2019-09-17 14:00:00,3600,16.21,12.48,14.0,18.33,1026,,,46,3.6,360,,,,,20,801,Clouds,few clouds,02d
4791,1568732400,2019-09-17 15:00:00,3600,15.96,11.14,13.8,17.22,1026,,,53,5.7,60,,,,,20,801,Clouds,few clouds,02d
4792,1568736000,2019-09-17 16:00:00,3600,15.33,10.32,13.0,17.22,1026,,,52,5.7,40,,,,,2,800,Clear,sky is clear,01d
4793,1568739600,2019-09-17 17:00:00,3600,13.98,9.7,12.0,16.11,1027,,,56,4.6,50,,,,,9,800,Clear,sky is clear,01d
4794,1568743200,2019-09-17 18:00:00,3600,12.31,9.02,11.5,14.44,1026,,,61,3.1,60,,,,,3,800,Clear,sky is clear,01d
4795,1568746800,2019-09-17 19:00:00,3600,10.92,8.71,9.0,12.22,1026,,,66,1.5,60,,,,,1,800,Clear,sky is clear,01n
4796,1568750400,2019-09-17 20:00:00,3600,9.77,8.25,7.9,12.0,1027,,,71,0.5,150,,,,,11,801,Clouds,few clouds,02n
4797,1568754000,2019-09-17 21:00:00,3600,9.13,7.68,7.0,12.0,1027,,,76,0.5,50,,,,,25,802,Clouds,scattered clouds,03n
4798,1568757600,2019-09-17 22:00:00,3600,8.35,6.27,6.0,12.0,1028,,,82,1.5,300,,,,,1,800,Clear,sky is clear,01n
4799,1568761200,2019-09-17 23:00:00,3600,7.92,5.82,6.0,12.0,1028,,,84,1.5,320,,,,,1,800,Clear,sky is clear,01n
4800,1568764800,2019-09-18 00:00:00,3600,7.08,4.85,5.5,9.0,1028,,,85,1.5,320,,,,,25,802,Clouds,scattered clouds,03n
4801,1568768400,2019-09-18 01:00:00,3600,6.74,3.74,4.44,8.8,1028,,,87,2.6,340,,,,,31,802,Clouds,scattered clouds,03n
4802,1568772000,2019-09-18 02:00:00,3600,6.38,3.34,5.0,8.2,1028,,,88,2.6,340,,,,,1,800,Clear,sky is clear,01n
4803,1568775600,2019-09-18 03:00:00,3600,6.31,2.91,4.44,8.33,1028,,,88,3.1,350,,,,,45,802,Clouds,scattered clouds,03n
4804,1568779200,2019-09-18 04:00:00,3600,6.26,3.55,4.44,8.33,1028,,,88,2.1,330,,,,,24,801,Clouds,few clouds,02n
4805,1568782800,2019-09-18 05:00:00,3600,5.79,3.08,4.51,7.5,1029,,,91,2.1,330,,,,,20,801,Clouds,few clouds,02n
4806,1568786400,2019-09-18 06:00:00,3600,5.51,3.23,3.89,8.33,1028,,,93,1.5,320,,,,,1,800,Clear,sky is clear,01d
4807,1568790000,2019-09-18 07:00:00,3600,6.98,5.31,4.0,10.56,1029,,,92,1.0,320,,,,,4,800,Clear,sky is clear,01d
4808,1568793600,2019-09-18 08:00:00,3600,10.1,8.51,4.0,16.11,1029,,,85,1.5,280,,,,,2,800,Clear,sky is clear,01d
4809,1568797200,2019-09-18 09:00:00,3600,12.42,11.23,11.0,15.56,1030,,,74,1.0,280,,,,,20,801,Clouds,few clouds,02d
4810,1568800800,2019-09-18 10:00:00,3600,13.86,11.48,13.0,17.22,1030,,,66,2.6,310,,,,,0,800,Clear,sky is clear,01d
4811,1568804400,2019-09-18 11:00:00,3600,15.39,12.62,14.4,17.78,1029,,,53,2.6,260,,,,,5,800,Clear,sky is clear,01d
4812,1568808000,2019-09-18 12:00:00,3600,16.18,13.04,15.0,18.33,1029,,,50,3.1,270,,,,,8,800,Clear,sky is clear,01d
4813,1568811600,2019-09-18 13:00:00,3600,16.68,13.06,15.0,18.89,1029,,,52,4.1,270,,,,,41,802,Clouds,scattered clouds,03d
4814,1568815200,2019-09-18 14:00:00,3600,17.37,14.4,15.56,21.67,1028,,,49,3.1,280,,,,,40,802,Clouds,scattered clouds,03d
4815,1568818800,2019-09-18 15:00:00,3600,17.38,14.41,15.56,21.67,1028,,,49,3.1,300,,,,,40,802,Clouds,scattered clouds,03d
4816,1568822400,2019-09-18 16:00:00,3600,17.06,13.81,15.56,19.44,1029,,,51,3.6,330,,,,,40,802,Clouds,scattered clouds,03d
4817,1568826000,2019-09-18 17:00:00,3600,16.46,13.08,15.4,17.78,1029,,,51,3.6,350,,,,,40,802,Clouds,scattered clouds,03d
4818,1568829600,2019-09-18 18:00:00,3600,15.54,13.57,13.4,17.18,1028,,,53,1.5,330,,,,,40,802,Clouds,scattered clouds,03d
4819,1568833200,2019-09-18 19:00:00,3600,14.24,12.94,12.0,15.9,1029,,,57,0.5,20,,,,,40,802,Clouds,scattered clouds,03n
4820,1568836800,2019-09-18 20:00:00,3600,13.76,12.38,11.11,15.56,1029,,,64,1.0,60,,,,,40,802,Clouds,scattered clouds,03n
4821,1568840400,2019-09-18 21:00:00,3600,12.99,11.89,10.0,15.56,1029,,,73,1.0,80,,,,,40,802,Clouds,scattered clouds,03n
4822,1568844000,2019-09-18 22:00:00,3600,12.66,11.88,9.0,15.56,1030,,,74,0.5,60,,,,,20,801,Clouds,few clouds,02n
4823,1568847600,2019-09-18 23:00:00,3600,11.44,10.44,7.6,15.56,1030,,,83,1.0,360,,,,,12,801,Clouds,few clouds,02n
