,dt,dt_iso,timezone,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
0,1551484800,2019-03-02 00:00:00,0,6.84,3.74,6.0,7.58,1013,,,94,3.1,180,,,,,40,721,Haze,haze,50n
1,1551488400,2019-03-02 01:00:00,0,6.49,2.97,5.5,7.28,1013,,,94,3.6,180,,,,,40,721,Haze,haze,50n
2,1551492000,2019-03-02 02:00:00,0,6.32,3.43,5.5,7.22,1012,,,93,2.6,170,,,,,75,721,Haze,haze,50n
3,1551495600,2019-03-02 03:00:00,0,5.8,2.9,4.9,7.0,1011,,,96,2.6,150,,,,,75,701,Mist,mist,50n
4,1551499200,2019-03-02 04:00:00,0,6.06,2.42,4.8,7.22,1010,,,93,3.6,180,,,,,40,721,Haze,haze,50n
5,1551502800,2019-03-02 05:00:00,0,6.58,3.39,5.6,7.22,1009,,,93,3.1,170,,,,,75,803,Clouds,broken clouds,04n
6,1551506400,2019-03-02 06:00:00,0,6.75,3.31,6.0,7.78,1009,,,95,3.6,190,,,,,40,802,Clouds,scattered clouds,03n
7,1551510000,2019-03-02 07:00:00,0,6.87,4.51,6.0,7.78,1009,,,95,2.1,210,,,,,40,802,Clouds,scattered clouds,03d
8,1551513600,2019-03-02 08:00:00,0,7.48,4.2,6.8,8.33,1009,,,95,3.6,190,,,,,75,803,Clouds,broken clouds,04d
9,1551517200,2019-03-02 09:00:00,0,8.2,5.4,7.7,9.0,1008,,,94,3.1,210,,,,,90,804,Clouds,overcast clouds,04d
10,1551520800,2019-03-02 10:00:00,0,9.39,6.02,8.5,11.0,1008,,,90,4.1,210,,,,,20,801,Clouds,few clouds,02d
11,1551524400,2019-03-02 11:00:00,0,10.68,6.12,9.0,12.0,1008,,,81,5.7,220,,,,,20,801,Clouds,few clouds,02d
12,1551528000,2019-03-02 12:00:00,0,11.77,6.98,10.9,13.0,1007,,,78,6.2,230,,,,,40,802,Clouds,scattered clouds,03d
13,1551531600,2019-03-02 13:00:00,0,13.13,8.32,11.7,14.0,1006,,,71,6.2,220,,,,,20,801,Clouds,few clouds,02d
14,1551535200,2019-03-02 14:00:00,0,13.4,7.8,12.1,14.5,1005,,,68,7.2,220,,,,,40,802,Clouds,scattered clouds,03d
15,1551538800,2019-03-02 15:00:00,0,13.02,7.04,12.2,13.7,1004,,,62,7.2,230,,,,,75,803,Clouds,broken clouds,04d
16,1551542400,2019-03-02 16:00:00,0,12.42,5.81,11.7,13.0,1004,,,66,8.2,220,,,,,40,802,Clouds,scattered clouds,03d
17,1551546000,2019-03-02 17:00:00,0,11.64,4.11,11.0,12.22,1003,,,66,9.3,230,,,,,75,803,Clouds,broken clouds,04d
18,1551549600,2019-03-02 18:00:00,0,11.18,4.85,11.0,11.71,1002,,,70,7.7,190,,,,,40,802,Clouds,scattered clouds,03n
19,1551553200,2019-03-02 19:00:00,0,11.32,3.68,10.9,12.0,1000,,,73,9.8,200,0.5,,,,90,500,Rain,light rain,10n
20,1551556800,2019-03-02 20:00:00,0,11.34,3.1,11.0,12.0,1000,,,75,10.8,200,,,,,75,803,Clouds,broken clouds,04n
21,1551560400,2019-03-02 21:00:00,0,11.5,2.33,10.7,12.22,999,,,77,12.3,210,,,,,75,803,Clouds,broken clouds,04n
22,1551564000,2019-03-02 22:00:00,0,11.3,3.71,10.5,12.0,999,,,82,10.3,210,,,,,40,802,Clouds,scattered clouds,03n
23,1551567600,2019-03-02 23:00:00,0,10.6,1.76,9.0,12.0,999,,,73,11.3,250,,,,,40,802,Clouds,scattered clouds,03n
24,1551571200,2019-03-03 00:00:00,0,9.02,2.71,7.7,10.68,1000,,,72,7.2,250,,,,,75,803,Clouds,broken clouds,04n
25,1551574800,2019-03-03 01:00:00,0,8.33,2.17,7.2,9.31,1000,,,70,6.7,240,,,,,40,802,Clouds,scattered clouds,03n
26,1551578400,2019-03-03 02:00:00,0,7.78,1.56,7.0,8.33,1000,,,71,6.7,240,,,,,40,802,Clouds,scattered clouds,03n
27,1551582000,2019-03-03 03:00:00,0,7.14,1.72,6.0,8.33,1000,,,77,5.7,220,,,,,75,803,Clouds,broken clouds,04n
28,1551585600,2019-03-03 04:00:00,0,7.04,1.32,6.5,7.7,999,,,79,6.2,220,,,,,75,803,Clouds,broken clouds,04n
29,1551589200,2019-03-03 05:00:00,0,7.03,1.69,6.0,8.0,999,,,80,5.7,220,,,,,75,803,Clouds,broken clouds,04n
30,1551592800,2019-03-03 06:00:00,0,7.05,0.98,5.56,8.0,999,,,79,6.7,220,,,,,90,804,Clouds,overcast clouds,04n
31,1551596400,2019-03-03 07:00:00,0,7.13,1.52,6.67,7.78,998,,,82,6.2,210,,,,,90,804,Clouds,overcast clouds,04d
32,1551600000,2019-03-03 08:00:00,0,7.68,1.79,7.0,8.33,998,,,81,6.7,210,,,,,90,804,Clouds,overcast clouds,04d
33,1551603600,2019-03-03 09:00:00,0,8.23,2.56,7.78,8.89,998,,,84,6.7,210,,,,,90,804,Clouds,overcast clouds,04d
34,1551607200,2019-03-03 10:00:00,0,8.59,3.41,8.0,9.0,998,,,86,6.2,200,0.5,,,,90,500,Rain,light rain,10d
35,1551610800,2019-03-03 11:00:00,0,8.83,4.63,8.3,9.05,997,,,90,5.1,200,0.5,,,,90,500,Rain,light rain,10d
36,1551614400,2019-03-03 12:00:00,0,8.74,4.02,8.0,9.44,996,,,88,5.7,210,0.12,,,,90,310,Drizzle,light intensity drizzle rain,09d
37,1551618000,2019-03-03 13:00:00,0,8.73,6.55,7.5,10.0,995,,,98,2.6,170,0.28,,,,90,500,Rain,light rain,10d
38,1551621600,2019-03-03 14:00:00,0,9.39,7.34,7.7,12.22,993,,,97,2.6,150,0.54,,,,90,500,Rain,light rain,10d
39,1551625200,2019-03-03 15:00:00,0,9.92,6.64,7.6,12.5,991,,,98,4.6,170,,,,,90,804,Clouds,overcast clouds,04d
40,1551628800,2019-03-03 16:00:00,0,10.25,2.66,8.0,12.0,989,,,88,10.3,200,0.41,,,,90,501,Rain,moderate rain,10d
41,1551632400,2019-03-03 17:00:00,0,10.15,2.31,9.44,11.0,987,,,91,10.8,190,0.69,,,,90,500,Rain,light rain,10d
42,1551636000,2019-03-03 18:00:00,0,10.57,4.57,9.9,11.11,984,,,89,8.2,190,,,,,75,803,Clouds,broken clouds,04n
43,1551639600,2019-03-03 19:00:00,0,11.14,3.64,10.0,12.22,984,,,85,10.3,190,,,,,75,803,Clouds,broken clouds,04n
44,1551643200,2019-03-03 20:00:00,0,10.49,1.32,9.44,11.2,984,,,74,11.8,200,,,,,75,803,Clouds,broken clouds,04n
45,1551646800,2019-03-03 21:00:00,0,9.6,-1.57,8.89,10.03,983,,,65,13.9,220,,,,,40,802,Clouds,scattered clouds,03n
46,1551650400,2019-03-03 22:00:00,0,9.17,-0.95,8.89,9.55,982,,,65,12.3,210,,,,,75,803,Clouds,broken clouds,04n
47,1551654000,2019-03-03 23:00:00,0,8.36,-3.96,7.78,9.44,982,,,68,15.4,220,,,,,40,802,Clouds,scattered clouds,03n
48,1551657600,2019-03-04 00:00:00,0,6.33,-4.01,4.9,8.0,983,,,72,12.3,250,,,,,20,801,Clouds,few clouds,02n
49,1551661200,2019-03-04 01:00:00,0,5.69,-3.61,5.0,6.67,984,,,75,10.8,240,,,,,40,802,Clouds,scattered clouds,03n
50,1551664800,2019-03-04 02:00:00,0,5.33,-2.11,4.6,6.11,984,,,78,8.2,250,,,,,75,803,Clouds,broken clouds,04n
51,1551668400,2019-03-04 03:00:00,0,5.03,-2.05,4.3,5.56,984,,,80,7.7,240,,,,,40,802,Clouds,scattered clouds,03n
52,1551672000,2019-03-04 04:00:00,0,4.55,-2.53,3.8,5.56,984,,,83,7.7,260,,,,,40,802,Clouds,scattered clouds,03n
53,1551675600,2019-03-04 05:00:00,0,4.06,-1.36,3.0,5.0,984,,,80,5.1,260,,,,,40,802,Clouds,scattered clouds,03n
54,1551679200,2019-03-04 06:00:00,0,3.97,-1.3,3.0,5.0,985,,,86,5.1,250,,,,,20,801,Clouds,few clouds,02n
55,1551682800,2019-03-04 07:00:00,0,4.19,-2.14,3.0,5.56,986,,,87,6.7,260,,,,,100,804,Clouds,overcast clouds,04d
56,1551686400,2019-03-04 08:00:00,0,5.18,-2.94,4.0,6.11,987,,,82,9.3,250,,,,,23,801,Clouds,few clouds,02d
57,1551690000,2019-03-04 09:00:00,0,6.62,-2.15,5.8,7.22,988,,,76,10.3,260,,,,,42,802,Clouds,scattered clouds,03d
58,1551693600,2019-03-04 10:00:00,0,7.58,-1.58,7.0,9.0,990,,,70,10.8,260,,,,,20,801,Clouds,few clouds,02d
59,1551697200,2019-03-04 11:00:00,0,8.93,-1.42,8.0,10.0,989,,,60,12.3,270,,,,,40,802,Clouds,scattered clouds,03d
60,1551700800,2019-03-04 12:00:00,0,9.73,0.2,9.0,11.11,990,,,51,10.8,280,,,,,40,802,Clouds,scattered clouds,03d
61,1551704400,2019-03-04 13:00:00,0,9.96,1.16,9.1,10.56,991,,,51,9.8,270,,,,,40,802,Clouds,scattered clouds,03d
62,1551708000,2019-03-04 14:00:00,0,10.41,1.45,9.44,11.0,993,,,54,10.3,250,,,,,20,801,Clouds,few clouds,02d
63,1551711600,2019-03-04 15:00:00,0,9.74,3.44,8.89,11.0,993,,,60,6.7,250,0.18,,,,40,520,Rain,light intensity shower rain,09d
64,1551715200,2019-03-04 16:00:00,0,8.28,3.98,7.0,9.44,993,,,81,4.6,260,,,,,40,802,Clouds,scattered clouds,03d
65,1551718800,2019-03-04 17:00:00,0,7.61,1.22,7.0,8.33,993,,,77,7.2,250,,,,,40,802,Clouds,scattered clouds,03d
66,1551722400,2019-03-04 18:00:00,0,6.64,-0.14,5.56,7.78,994,,,81,7.7,260,,,,,20,801,Clouds,few clouds,02n
67,1551726000,2019-03-04 19:00:00,0,5.8,-1.22,4.2,7.22,995,,,78,7.7,250,,,,,20,801,Clouds,few clouds,02n
68,1551729600,2019-03-04 20:00:00,0,5.41,-2.05,4.0,6.67,996,,,77,8.2,250,,,,,20,801,Clouds,few clouds,02n
69,1551733200,2019-03-04 21:00:00,0,5.08,-1.35,4.0,6.11,996,,,78,6.7,250,,,,,20,801,Clouds,few clouds,02n
70,1551736800,2019-03-04 22:00:00,0,4.45,-2.73,3.33,5.56,997,,,80,7.7,250,,,,,20,801,Clouds,few clouds,02n
71,1551740400,2019-03-04 23:00:00,0,3.98,-3.24,2.7,5.0,998,,,81,7.7,250,,,,,56,803,Clouds,broken clouds,04n
72,1551744000,2019-03-05 00:00:00,0,3.51,-3.3,2.0,5.0,998,,,86,7.2,240,,,,,77,803,Clouds,broken clouds,04n
73,1551747600,2019-03-05 01:00:00,0,2.75,-2.64,1.7,3.89,998,,,89,5.1,220,,,,,12,801,Clouds,few clouds,02n
74,1551751200,2019-03-05 02:00:00,0,2.28,-2.1,1.0,3.4,998,,,90,3.6,220,,,,,1,800,Clear,sky is clear,01n
75,1551754800,2019-03-05 03:00:00,0,2.11,-1.9,1.0,3.3,998,,,92,3.1,210,,,,,20,801,Clouds,few clouds,02n
76,1551758400,2019-03-05 04:00:00,0,1.98,-3.48,1.6,2.78,998,,,91,5.1,220,,,,,100,804,Clouds,overcast clouds,04n
77,1551762000,2019-03-05 05:00:00,0,2.03,-3.07,1.2,3.1,998,,,91,4.6,230,,,,,20,801,Clouds,few clouds,02n
78,1551765600,2019-03-05 06:00:00,0,2.23,-3.96,1.11,3.33,999,,,91,6.2,220,,,,,20,801,Clouds,few clouds,02n
79,1551769200,2019-03-05 07:00:00,0,2.08,-3.31,1.11,3.0,999,,,93,5.1,210,,,,,20,801,Clouds,few clouds,02d
80,1551772800,2019-03-05 08:00:00,0,3.28,-2.39,2.5,4.3,999,,,91,5.7,210,,,,,20,801,Clouds,few clouds,02d
81,1551776400,2019-03-05 09:00:00,0,4.65,-0.79,3.89,5.56,999,,,91,5.7,200,,,,,40,802,Clouds,scattered clouds,03d
82,1551780000,2019-03-05 10:00:00,0,7.16,1.01,5.6,8.33,999,,,76,6.7,220,,,,,40,802,Clouds,scattered clouds,03d
83,1551783600,2019-03-05 11:00:00,0,8.98,0.58,8.0,10.0,999,,,65,9.8,230,,,,,20,801,Clouds,few clouds,02d
84,1551787200,2019-03-05 12:00:00,0,10.11,1.82,9.0,11.11,1001,,,63,9.8,230,,,,,20,801,Clouds,few clouds,02d
85,1551790800,2019-03-05 13:00:00,0,10.84,1.85,9.6,12.0,1000,,,60,10.8,240,,,,,20,801,Clouds,few clouds,02d
86,1551794400,2019-03-05 14:00:00,0,11.45,3.77,10.0,12.78,1000,,,54,8.7,230,,,,,20,801,Clouds,few clouds,02d
87,1551798000,2019-03-05 15:00:00,0,11.54,4.13,10.5,12.78,1000,,,52,8.2,230,,,,,20,801,Clouds,few clouds,02d
88,1551801600,2019-03-05 16:00:00,0,10.93,3.34,9.6,12.22,1001,,,58,8.7,210,,,,,40,802,Clouds,scattered clouds,03d
89,1551805200,2019-03-05 17:00:00,0,9.92,3.02,8.7,11.0,1001,,,62,7.7,220,,,,,40,802,Clouds,scattered clouds,03d
90,1551808800,2019-03-05 18:00:00,0,8.4,3.69,7.6,9.44,1001,,,69,4.6,200,,,,,40,802,Clouds,scattered clouds,03n
91,1551812400,2019-03-05 19:00:00,0,7.97,3.29,6.5,9.0,1001,,,72,4.6,190,,,,,75,803,Clouds,broken clouds,04n
92,1551816000,2019-03-05 20:00:00,0,7.65,2.6,7.0,8.33,1000,,,73,5.1,180,,,,,90,804,Clouds,overcast clouds,04n
93,1551819600,2019-03-05 21:00:00,0,7.7,3.11,7.0,8.33,1001,,,86,5.1,180,0.5,,,,90,500,Rain,light rain,10n
94,1551823200,2019-03-05 22:00:00,0,7.65,3.26,7.0,8.33,1000,,,92,5.1,170,,,,,90,804,Clouds,overcast clouds,04n
95,1551826800,2019-03-05 23:00:00,0,7.64,3.35,7.0,8.33,999,,,95,5.1,170,0.41,,,,90,500,Rain,light rain,10n
96,1551830400,2019-03-06 00:00:00,0,7.72,3.44,7.0,8.33,998,,,95,5.1,150,0.53,,,,90,500,Rain,light rain,10n
97,1551834000,2019-03-06 01:00:00,0,8.04,3.14,7.3,8.89,997,,,97,6.2,150,1.04,,,,90,501,Rain,moderate rain,10n
98,1551837600,2019-03-06 02:00:00,0,8.35,3.14,7.78,9.0,995,,,96,6.7,150,1.39,,,,90,501,Rain,moderate rain,10n
99,1551841200,2019-03-06 03:00:00,0,8.38,2.47,7.78,9.0,994,,,96,7.7,150,1.65,,,,90,501,Rain,moderate rain,10n
100,1551844800,2019-03-06 04:00:00,0,8.26,2.29,7.7,9.0,992,,,95,7.7,160,1.56,,,,90,501,Rain,moderate rain,10n
101,1551848400,2019-03-06 05:00:00,0,8.18,1.77,7.78,9.0,991,,,93,8.2,160,1.45,,,,90,500,Rain,light rain,10n
102,1551852000,2019-03-06 06:00:00,0,8.2,2.91,7.7,9.0,990,,,95,6.7,170,0.88,,,,90,500,Rain,light rain,10n
103,1551855600,2019-03-06 07:00:00,0,8.22,2.62,7.7,9.0,988,,,96,7.2,170,,,,,90,804,Clouds,overcast clouds,04d
104,1551859200,2019-03-06 08:00:00,0,8.45,2.84,7.78,9.44,987,,,94,7.2,180,,,,,90,804,Clouds,overcast clouds,04d
105,1551862800,2019-03-06 09:00:00,0,9.15,3.31,8.33,10.0,987,,,93,7.7,180,,,,,90,804,Clouds,overcast clouds,04d
106,1551866400,2019-03-06 10:00:00,0,9.93,4.94,8.89,11.0,987,,,92,6.7,180,,,,,90,804,Clouds,overcast clouds,04d
107,1551870000,2019-03-06 11:00:00,0,10.87,6.39,10.0,12.0,986,,,90,6.2,180,,,,,40,802,Clouds,scattered clouds,03d
108,1551873600,2019-03-06 12:00:00,0,12.23,7.27,11.2,13.0,985,,,87,7.2,180,,,,,40,802,Clouds,scattered clouds,03d
109,1551877200,2019-03-06 13:00:00,0,12.92,7.25,12.0,14.44,986,,,83,8.2,180,0.28,,,,75,520,Rain,light intensity shower rain,09d
110,1551880800,2019-03-06 14:00:00,0,12.29,5.78,11.0,13.33,984,,,85,9.3,180,2.47,,,,90,521,Rain,shower rain,09d
111,1551884400,2019-03-06 15:00:00,0,12.63,7.88,11.11,13.89,984,,,89,7.2,180,,,,,40,802,Clouds,scattered clouds,03d
112,1551888000,2019-03-06 16:00:00,0,12.11,6.12,10.7,13.2,982,,,88,8.7,180,,,,,40,802,Clouds,scattered clouds,03d
113,1551891600,2019-03-06 17:00:00,0,12.04,6.33,10.5,13.33,983,,,87,8.2,180,,,,,40,802,Clouds,scattered clouds,03d
114,1551895200,2019-03-06 18:00:00,0,11.43,5.34,10.0,12.22,983,,,82,8.2,190,,,,,20,801,Clouds,few clouds,02n
115,1551898800,2019-03-06 19:00:00,0,10.97,4.81,9.44,12.0,983,,,83,8.2,190,,,,,20,801,Clouds,few clouds,02n
116,1551902400,2019-03-06 20:00:00,0,10.55,4.6,9.7,11.67,983,,,82,7.7,190,,,,,40,802,Clouds,scattered clouds,03n
117,1551906000,2019-03-06 21:00:00,0,10.33,4.41,9.7,11.11,983,,,84,7.7,180,,,,,40,802,Clouds,scattered clouds,03n
118,1551909600,2019-03-06 22:00:00,0,9.93,4.7,9.2,10.56,983,,,86,6.7,190,,,,,40,802,Clouds,scattered clouds,03n
119,1551913200,2019-03-06 23:00:00,0,8.95,3.04,7.9,10.0,983,,,83,7.2,210,,,,,40,802,Clouds,scattered clouds,03n
120,1551916800,2019-03-07 00:00:00,0,8.05,2.38,7.0,9.1,983,,,85,6.7,220,,,,,98,804,Clouds,overcast clouds,04n
121,1551920400,2019-03-07 01:00:00,0,7.22,1.25,5.56,8.89,983,,,81,6.7,260,,,,,75,803,Clouds,broken clouds,04n
122,1551924000,2019-03-07 02:00:00,0,5.87,1.28,4.0,7.23,984,,,86,4.6,240,,,,,40,802,Clouds,scattered clouds,03n
123,1551927600,2019-03-07 03:00:00,0,5.23,0.23,4.0,6.05,984,,,88,5.1,230,,,,,98,804,Clouds,overcast clouds,04n
124,1551931200,2019-03-07 04:00:00,0,4.86,-0.18,3.33,6.67,984,,,89,5.1,230,,,,,86,804,Clouds,overcast clouds,04n
125,1551934800,2019-03-07 05:00:00,0,4.53,-1.01,3.33,5.7,984,,,88,5.7,220,,,,,30,802,Clouds,scattered clouds,03n
126,1551938400,2019-03-07 06:00:00,0,4.59,-1.32,3.33,6.0,984,,,87,6.2,220,,,,,25,802,Clouds,scattered clouds,03n
127,1551942000,2019-03-07 07:00:00,0,4.73,-1.5,3.89,6.0,984,,,87,6.7,220,,,,,59,803,Clouds,broken clouds,04d
128,1551945600,2019-03-07 08:00:00,0,6.01,-0.59,5.5,7.0,984,,,79,7.2,220,,,,,40,802,Clouds,scattered clouds,03d
129,1551949200,2019-03-07 09:00:00,0,7.12,-0.93,6.3,8.0,985,,,74,9.3,230,,,,,40,802,Clouds,scattered clouds,03d
130,1551952800,2019-03-07 10:00:00,0,8.01,-1.42,7.0,9.0,985,,,70,11.3,220,,,,,40,802,Clouds,scattered clouds,03d
131,1551956400,2019-03-07 11:00:00,0,8.0,-3.05,6.67,9.44,985,,,66,13.4,230,,,,,75,803,Clouds,broken clouds,04d
132,1551960000,2019-03-07 12:00:00,0,7.35,-1.5,6.67,8.71,985,,,80,10.8,230,1.5,,,,90,501,Rain,moderate rain,10d
133,1551963600,2019-03-07 13:00:00,0,7.15,-2.02,6.5,8.17,985,,,82,11.3,240,0.18,,,,75,500,Rain,light rain,10d
134,1551967200,2019-03-07 14:00:00,0,7.06,-2.1,6.0,8.33,985,,,83,11.3,250,0.43,,,,75,500,Rain,light rain,10d
135,1551970800,2019-03-07 15:00:00,0,7.0,-1.65,6.0,8.33,986,,,88,10.8,250,,,,,75,803,Clouds,broken clouds,04d
136,1551974400,2019-03-07 16:00:00,0,7.19,-1.11,6.5,8.0,988,,,87,10.3,260,,,,,75,803,Clouds,broken clouds,04d
137,1551978000,2019-03-07 17:00:00,0,7.25,-0.9,6.4,8.33,990,,,91,10.3,260,0.51,,,,40,500,Rain,light rain,10d
138,1551981600,2019-03-07 18:00:00,0,7.14,-0.05,6.67,8.0,990,,,87,8.7,280,0.52,,,,40,500,Rain,light rain,10n
139,1551985200,2019-03-07 19:00:00,0,7.22,1.28,6.5,8.0,993,,,82,6.7,300,0.21,,,,75,500,Rain,light rain,10n
140,1551988800,2019-03-07 20:00:00,0,7.13,-0.11,6.5,8.0,996,,,75,8.2,310,,,,,40,802,Clouds,scattered clouds,03n
141,1551992400,2019-03-07 21:00:00,0,6.98,0.35,6.0,8.0,998,,,73,7.2,310,,,,,20,801,Clouds,few clouds,02n
142,1551996000,2019-03-07 22:00:00,0,6.55,0.16,5.5,7.22,1000,,,72,6.7,300,,,,,40,802,Clouds,scattered clouds,03n
143,1551999600,2019-03-07 23:00:00,0,5.79,-2.2,4.7,7.22,1002,,,69,8.7,310,,,,,20,801,Clouds,few clouds,02n
144,1552003200,2019-03-08 00:00:00,0,5.02,-2.0,3.89,6.67,1003,,,70,7.2,310,,,,,1,800,Clear,sky is clear,01n
145,1552006800,2019-03-08 01:00:00,0,4.16,-1.9,2.78,5.56,1005,,,71,5.7,300,,,,,1,800,Clear,sky is clear,01n
146,1552010400,2019-03-08 02:00:00,0,3.3,-1.03,2.0,5.56,1006,,,72,3.1,300,,,,,1,800,Clear,sky is clear,01n
147,1552014000,2019-03-08 03:00:00,0,3.12,-1.13,2.22,4.0,1007,,,76,3.1,290,,,,,1,800,Clear,sky is clear,01n
148,1552017600,2019-03-08 04:00:00,0,2.39,-2.57,0.7,3.33,1008,,,80,4.1,280,,,,,1,800,Clear,sky is clear,01n
149,1552021200,2019-03-08 05:00:00,0,1.63,-1.8,-0.2,3.33,1009,,,90,2.1,260,,,,,1,800,Clear,sky is clear,01n
150,1552024800,2019-03-08 06:00:00,0,0.94,-2.55,-1.2,2.78,1010,,,92,2.1,240,,,,,0,800,Clear,sky is clear,01n
151,1552028400,2019-03-08 07:00:00,0,0.74,-2.75,-1.11,2.78,1010,,,93,2.1,250,,,,,0,800,Clear,sky is clear,01d
152,1552032000,2019-03-08 08:00:00,0,2.74,-0.52,1.7,4.44,1011,,,90,2.1,210,,,,,40,802,Clouds,scattered clouds,03d
153,1552035600,2019-03-08 09:00:00,0,4.89,0.94,4.0,6.11,1011,,,90,3.6,210,,,,,40,802,Clouds,scattered clouds,03d
154,1552039200,2019-03-08 10:00:00,0,6.51,2.23,5.7,7.78,1010,,,81,4.1,240,,,,,40,802,Clouds,scattered clouds,03d
155,1552042800,2019-03-08 11:00:00,0,7.46,2.86,6.9,8.33,1011,,,77,4.6,230,,,,,75,803,Clouds,broken clouds,04d
156,1552046400,2019-03-08 12:00:00,0,7.59,1.79,7.0,8.33,1011,,,74,6.2,220,,,,,75,803,Clouds,broken clouds,04d
157,1552050000,2019-03-08 13:00:00,0,7.56,1.27,6.9,8.33,1010,,,70,6.7,220,,,,,90,804,Clouds,overcast clouds,04d
158,1552053600,2019-03-08 14:00:00,0,7.89,1.69,7.0,9.0,1008,,,71,6.7,220,,,,,75,803,Clouds,broken clouds,04d
159,1552057200,2019-03-08 15:00:00,0,8.36,2.24,7.78,9.0,1007,,,71,6.7,200,,,,,75,803,Clouds,broken clouds,04d
160,1552060800,2019-03-08 16:00:00,0,8.39,2.04,8.0,9.0,1006,,,74,7.2,210,0.5,,,,90,500,Rain,light rain,10d
161,1552064400,2019-03-08 17:00:00,0,7.74,0.92,7.0,8.5,1006,,,74,7.7,210,0.15,,,,90,500,Rain,light rain,10d
162,1552068000,2019-03-08 18:00:00,0,6.97,1.08,6.3,7.78,1005,,,85,6.7,220,0.15,,,,90,501,Rain,moderate rain,10n
163,1552071600,2019-03-08 19:00:00,0,6.91,2.0,6.5,7.78,1005,,,94,5.7,190,0.42,,,,90,500,Rain,light rain,10n
164,1552075200,2019-03-08 20:00:00,0,6.94,1.06,6.5,7.22,1003,,,96,7.2,210,0.24,,,,75,310,Drizzle,light intensity drizzle rain,09n
165,1552078800,2019-03-08 21:00:00,0,7.4,2.18,6.67,8.33,1003,,,92,6.2,220,,,,,40,802,Clouds,scattered clouds,03n
166,1552082400,2019-03-08 22:00:00,0,7.97,2.53,7.2,8.89,1004,,,92,6.7,240,,,,,40,802,Clouds,scattered clouds,03n
167,1552086000,2019-03-08 23:00:00,0,7.78,1.77,7.0,8.42,1004,,,87,7.2,260,,,,,20,801,Clouds,few clouds,02n
168,1552089600,2019-03-09 00:00:00,0,7.15,1.55,5.8,8.33,1005,,,82,6.2,250,,,,,0,800,Clear,sky is clear,01n
169,1552093200,2019-03-09 01:00:00,0,6.94,1.55,6.0,8.33,1005,,,79,5.7,250,,,,,1,800,Clear,sky is clear,01n
170,1552096800,2019-03-09 02:00:00,0,6.99,1.73,6.5,8.0,1005,,,70,5.1,280,,,,,20,801,Clouds,few clouds,02n
171,1552100400,2019-03-09 03:00:00,0,6.88,-1.27,6.0,8.0,1007,,,72,9.3,270,,,,,75,803,Clouds,broken clouds,04n
172,1552104000,2019-03-09 04:00:00,0,6.76,-2.24,6.0,7.78,1007,,,68,10.3,270,,,,,75,803,Clouds,broken clouds,04n
173,1552107600,2019-03-09 05:00:00,0,5.96,0.24,5.0,7.22,1007,,,74,5.7,250,,,,,20,801,Clouds,few clouds,02n
174,1552111200,2019-03-09 06:00:00,0,5.32,-0.41,4.0,6.67,1007,,,77,5.7,240,,,,,20,801,Clouds,few clouds,02n
175,1552114800,2019-03-09 07:00:00,0,5.47,0.01,4.6,6.67,1007,,,85,5.7,200,,,,,20,801,Clouds,few clouds,02d
176,1552118400,2019-03-09 08:00:00,0,6.73,-1.12,6.0,8.0,1006,,,82,9.3,220,,,,,32,802,Clouds,scattered clouds,03d
177,1552122000,2019-03-09 09:00:00,0,7.94,-1.26,7.2,8.6,1003,,,77,11.3,230,,,,,20,801,Clouds,few clouds,02d
178,1552125600,2019-03-09 10:00:00,0,8.94,-0.57,7.9,10.56,1004,,,73,11.8,240,0.3,,,,40,520,Rain,light intensity shower rain,09d
179,1552129200,2019-03-09 11:00:00,0,9.73,-0.99,7.0,11.67,1005,,,67,13.4,260,,,,,20,801,Clouds,few clouds,02d
180,1552132800,2019-03-09 12:00:00,0,9.3,-4.13,6.6,12.0,1007,,,55,16.5,280,0.11,,,,40,520,Rain,light intensity shower rain,09d
181,1552136400,2019-03-09 13:00:00,0,9.42,0.54,6.67,11.0,1008,,,60,10.3,290,0.3,,,,40,520,Rain,light intensity shower rain,09d
182,1552140000,2019-03-09 14:00:00,0,9.27,1.38,7.0,11.11,1009,,,68,9.3,290,,,,,20,801,Clouds,few clouds,02d
183,1552143600,2019-03-09 15:00:00,0,9.76,0.59,8.33,11.0,1010,,,60,10.8,280,,,,,20,801,Clouds,few clouds,02d
184,1552147200,2019-03-09 16:00:00,0,9.04,2.66,7.6,10.0,1011,,,61,6.7,280,,,,,40,802,Clouds,scattered clouds,03d
185,1552150800,2019-03-09 17:00:00,0,8.39,0.55,7.2,9.44,1012,,,62,8.7,290,,,,,40,802,Clouds,scattered clouds,03d
186,1552154400,2019-03-09 18:00:00,0,7.48,-0.21,6.5,8.33,1012,,,60,8.2,280,,,,,40,802,Clouds,scattered clouds,03n
187,1552158000,2019-03-09 19:00:00,0,6.98,0.4,5.56,8.33,1013,,,64,6.7,280,,,,,40,802,Clouds,scattered clouds,03n
188,1552161600,2019-03-09 20:00:00,0,6.32,1.14,5.0,7.78,1013,,,76,5.1,240,,,,,75,803,Clouds,broken clouds,04n
